,name_input,name_result,mst,address
996,CÔNG TY CỔ PHẦN NHÀ MÁY NƯỚC ĐỒNG TÂM,CÔNG TY CỔ PHẦN NHÀ MÁY NƯỚC ĐỒNG TÂM,1200648505,"Địa chỉ: ấp Tân Thuận, Xã Bình Đức, Huyện Châu Thành, Tiền Giang"
997,CÔNG TY CỔ PHẦN TÂN PHÚ VIỆT NAM,CÔNG TY CỔ PHẦN TÂN PHÙ VIỆT NAM,0110131069,"Địa chỉ: Số 21 phố Thọ Tháp, Phường Dịch Vọng, Quận Cầu Giấy, Thành phố Hà Nội"
998,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI 12,Không có kết quả,,
999,CÔNG TY CỔ PHẦN ĐẦU TƯ TIỆN ÍCH LICOGI 16,CÔNG TY CỔ PHẦN ĐẦU TƯ TIỆN ÍCH LICOGI 16,0314686196,"Địa chỉ: 24A Phan Đăng Lưu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh"
1000,CÔNG TY CỔ PHẦN NƯỚC SÀI GÒN - CẦN THƠ,CÔNG TY CỔ PHẦN NƯỚC SÀI GÒN - CẦN THƠ,1801423672,"Địa chỉ: 366C, Cách Mạng Tháng Tám, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, Cần Thơ"
1001,CÔNG TY CỔ PHẦN NĂNG LƯỢNG FECON,Kết quả tìm kiếm trùng nhau : 1,,
1002,CÔNG TY CỔ PHẦN THI CÔNG CỌC FECON SỐ 1,CÔNG TY CỔ PHẦN THI CÔNG CỌC FECON SỐ 1,0108620312,"Địa chỉ: Tầng 16 Tháp CEO, Lô HH2-1, KĐT Mễ Trì Hạ, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1003,CÔNG TY CỔ PHẦN XỬ LÝ NỀN VÀ XÂY DỰNG FECON,CÔNG TY CỔ PHẦN XỬ LÝ NỀN VÀ XÂY DỰNG FECON,0104197826,"Địa chỉ: Tầng 19, Toà nhà CEO, Lô HH2-1, đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1004,CÔNG TY CỔ PHẦN FECON SOUTH,2,,
1005,CÔNG TY CỔ PHẦN HẠ TẦNG VÀ PHÁT TRIỂN ĐÔ THỊ FECON,Không có kết quả,,
1006,CÔNG TY CỔ PHẦN THIẾT BỊ FECON,CÔNG TY CỔ PHẦN THIẾT BỊ FECON,5400499047,"Địa chỉ: Khu công nghiệp Lương Sơn, Xã Hòa Sơn, Huyện Lương Sơn, Hòa Bình"
1007,CÔNG TY CỔ PHẦN NÔNG NGHIỆP HỮU CƠ ĐÔNG KHÊ,CÔNG TY CỔ PHẦN NÔNG NGHIỆP HỮU CƠ ĐÔNG KHÊ,0107254215,"Địa chỉ: Tầng 14, tháp CEO, lô HH2 - 1, KĐT Mễ Trì Hạ, đường Phạm Hùn, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1008,TRƯỜNG THPT Ý YÊN,TRƯỜNG THPT Ý YÊN,0600379943,"Địa chỉ: Xã Yên Xá - Huyện ý Yên - Nam Định, Xã Yên Xá, Huyện ý Yên, Nam Định"
1009,CÔNG TY KHOÁNG SẢN HẢI ĐĂNG,Không có kết quả,,
1010,FECON RAINBOW FOUNDATION CONSTRUCÔNG TYION CO LTD,Không có kết quả,,
1011,CÔNG TY CỔ PHẦN CÔNG TRÌNH NGẦM FECON,Kết quả tìm kiếm trùng nhau : 1,,
1012,CÔNG TY CỔ PHẦN FECON MILTEC,2,,
1013,CÔNG TY TNHH MALLOCA VIỆT NAM,2,,
1014,CÔNG TY TNHH SẢN XUẤT GỖ AN CƯỜNG,2,,
1015,CÔNG TY TNHH ACONCEPT VIỆT NAM,CÔNG TY TNHH ACONCEPT VIỆT NAM,0314143351,"Địa chỉ: 702/1K Sư Vạn Hạnh, Phường 12, Quận 10, TP Hồ Chí Minh"
1016,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG HÀ NAM,Không có kết quả,,
1017,CÔNG TY TNHH DU LỊCH DIC,CÔNG TY TNHH DU LỊCH DIC,3502415606,"Địa chỉ: Số 169 Thùy Vân, Phường 8, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1018,CÔNG TY CỔ PHẦN THỦY CUNG DIG,CÔNG TY CỔ PHẦN THỦY CUNG DIG,3502326924,"Địa chỉ: 265 Lê Hồng Phong, Phường 8, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1019,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN XÂY DỰNG SỐ 1,2,,
1020,CÔNG TY CỔ PHẦN TÁI CHẾ VẬT LIỆU XANH,CÔNG TY CỔ PHẦN TÁI CHẾ - VẬT LIỆU XANH,3702288930,"Địa chỉ: Số 7 Ngô Văn Trị, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương"
1021,CÔNG TY CỔ PHẦN XÂY LẮP - ĐIỆN BIWASE,Không có kết quả,,
1022,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẤT XANH HỘI AN,Không có kết quả,,
1023,CÔNG TY TNHH MỘT THÀNH VIÊN THAIHOLDINGS HÀ NAM,Không có kết quả,,
1024,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN THD,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN THD,0700757927,"Địa chỉ: Thôn Bồng Lạng, Xã Thanh Nghị, Huyện Thanh Liêm, Hà Nam"
1025,CÔNG TY TNHH SÀN GIAO DỊCH BẤT ĐỘNG SẢN NAM LONG,Không có kết quả,,
1026,CÔNG TY CỔ PHẦN NAM LONG VCD,2,,
1027,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG PHÁT TRIỂN NAM KHANG,CÔNG TY TNHH MỘT THÀNH VIÊN ĐẦU TƯ XÂY DỰNG PHÁT TRIỂN NAM KHANG,0303216590,"Địa chỉ: 147-149 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh"
1028,CÔNG TY CỔ PHẦN DỊCH VỤ NAM LONG,Không có kết quả,,
1029,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM PHAN,CÔNG TY CỔ PHẦN ĐẦU TƯ NAM PHAN (NTNN),0314312779,"Địa chỉ: 151 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh"
1030,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢN LÝ VÀ KHAI THÁC BẤT ĐỘNG SẢN NAM LONG (NAM LONG PMD),Không có kết quả,,
1031,CÔNG TY TNHH PHÁT TRIỂN ĐÔ THỊ QUẢNG BÌNH,Không có kết quả,,
1032,CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN ĐÔ THỊ,6,,
1033,CÔNG TY TNHH MỘT THÀNH VIÊN SMART PROPERTY,CÔNG TY TNHH MỘT THÀNH VIÊN SMART PROPERTY,0401944982,"Địa chỉ: 52 - 54 Võ Văn Kiệt, Phường An Hải Đông, Quận Sơn Trà, Đà Nẵng"
1034,CÔNG TY TNHH KINH DOANH VẬT LIỆU XÂY DỰNG NAM KHANG,CÔNG TY TNHH KINH DOANH VẬT LIỆU XÂY DỰNG NAM KHANG,0310369196,"Địa chỉ: 147-149 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh"
1035,CÔNG TY TNHH PARAGON ĐẠI PHƯỚC,Không có kết quả,,
1036,CÔNG TY CỔ PHẦN NAM LONG - HỒNG PHÁT,Không có kết quả,,
1037,CÔNG TY CỔ PHẦN PHÁT TRIỂN CĂN HỘ NAM LONG,CÔNG TY CỔ PHẦN PHÁT TRIỂN CĂN HỘ NAM LONG,0305314032,"Địa chỉ: Tầng 9, Tòa nhà Capital Tower, số 6 Nguyễn Khắc Viện, Phường Tân Phú, Quận 7, TP Hồ Chí Minh"
1038,CÔNG TY CỔ PHẦN TƯ VẤN THIẾT KẾ VÀ  XÂY DỰNG NAM VIÊN,2,,
1039,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN THẢO NGUYÊN,CÔNG TY TNHH ĐẦU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN THẢO NGUYÊN,0312094677,"Địa chỉ: Tầng 9, Tòa Nhà CapiTal Tower, Số 6 Nguyễn Khắc Viện, Phường Tân Phú, Quận 7, TP Hồ Chí Minh"
1040,CÔNG TY TNHH ĐẦU TƯ & KINH DOANH BẤT ĐỘNG SẢN NGUYÊN PHÚC,Kết quả tìm kiếm trùng nhau : 51103,,
1041,CÔNG TY CỔ PHẦN SOUTHGATE,2,,
1042,CÔNG TY TNHH NLG – NNR – HR FUJI,Không có kết quả,,
1043,CÔNG TY TNHH NN KIKYO VALORA,Kết quả tìm kiếm trùng nhau : 1,,
1044,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKHOUSE NGHĨA KỲ,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKHOUSE NGHĨA KỲ,4300828306,"Địa chỉ: 61 Lê Thánh Tôn, Phường Nghĩa Chánh, Thành phố Quảng Ngãi, Quảng Ngãi"
1045,CÔNG TY TNHH CHARM & CI VIỆT NAM,14,,
1046,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN HÀ AN LAND,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN HÀ AN LAND,0315980874,"Địa chỉ: Tầng 19 Khu Văn Phòng, Tòa nhà Indochina Park Tower, số 4 Ng, Phường Đa Kao, Quận 1, TP Hồ Chí Minh"
1047,CÔNG TY TNHH ĐẦU TƯ LINKLAND,CÔNG TY TNHH ĐẦU TƯ LINKLAND,0316277833,"Địa chỉ: 131 Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TP Hồ Chí Minh"
1048,CÔNG TY CỔ PHẦN HỘI AN INVEST,Không có kết quả,,
1049,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN ĐÔNG NAM BỘ,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN ĐÔNG NAM BỘ,0316538940,"Địa chỉ: 76A-B Quốc lộ 13, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh"
1050,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN MIỀN ĐÔNG,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN MIỀN ĐÔNG,0316335595,"Địa chỉ: 400/1 Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh"
1051,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN GIA LONG,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN GIA LONG,0316541090,"Địa chỉ: 76A-B Quốc lộ 13, Phường 26, Quận Bình Thạnh, Thành phố Hồ Chí Minh"
1052,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN TÂY NAM BỘ,Không có kết quả,,
1053,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ECOHOME,Kết quả tìm kiếm trùng nhau : 1,,
1054,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI XUÂN ĐỊNH,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI XUÂN ĐỊNH,0302047082,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1055,CÔNG TY CỔ PHẦN VICCO SÀI GÒN,CÔNG TY CỔ PHẦN VICCO-SÀI GÒN,0302535273,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1056,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN HÀ AN,CÔNG TY CỔ PHẦN ĐẦU TƯ KINH DOANH BẤT ĐỘNG SẢN HÀ AN,3702642596,"Địa chỉ: Số 18, đường Kha Vạn Cân, Phường An Bình, TX Dĩ An, Bình Dương"
1057,CÔNG TY CỔ PHẦN IN NÔNG NGHIỆP,CÔNG TY CỔ PHẦN IN NÔNG NGHIỆP,0300581838,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1058,CÔNG TY CỔ PHẦN SÀI GÒN RIVERVIEW,CÔNG TY CỔ PHẦN SÀI GÒN RIVERVIEW,0314469353,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1059,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI DỊCH VỤ HÀ THUẬN HÙNG,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI - DỊCH VỤ HÀ THUẬN HÙNG,0304907463,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1060,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN BẤT ĐỘNG SẢN ĐẤT XANH,Không có kết quả,,
1061,CÔNG TY CỔ PHẦN ĐẦU TƯ DẦU KHÍ THĂNG LONG,CÔNG TY CỔ PHẦN ĐẦU TƯ DẦU KHÍ THĂNG LONG,0310275607,"Địa chỉ: Số 27 Đinh Bộ Lĩnh, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh"
1062,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN MIỀN BẮC,Không có kết quả,,
1063,CÔNG TY CỔ PHẦN ĐẦU TƯ DẦU KHÍ NHA TRANG (PVIN),Không có kết quả,,
1064,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKGROUP,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKGROUP,0313556571,"Địa chỉ: Số 2 Thi Sách, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh"
1065,CÔNG TY TNHH AMECC MYANMAR,Không có kết quả,,
1066,CÔNG TY CỔ PHẦN DỊCH VỤ KỸ THUẬT AMECC MIỀN NAM,CÔNG TY CỔ PHẦN DỊCH VỤ KỸ THUẬT AMECC MIỀN NAM,3502369212,"Địa chỉ: Tầng 3 tòa nhà Hodeco, số 36 Nguyễn Thái Học, Phường 7, Thành Phố Vũng Tàu, Bà Rịa - Vũng Tàu"
1067,CÔNG TY CỔ PHẦN THƯƠNG MẠI AMECC WEI SHENG,CÔNG TY CỔ PHẦN THƯƠNG MẠI AMECC WEI SHENG,0201728871,"Địa chỉ: Km 35 quốc lộ 10, Xã Quốc Tuấn, Huyện An Lão, Hải Phòng"
1068,CÔNG TY TNHH ĐẦU TƯ SÀI GÒN RIVERSIDE,CÔNG TY TNHH ĐẦU TƯ SÀI GÒN RIVERSIDE,0314315794,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1069,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG NGỌC LỄ,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG NGỌC LỄ,3702620313,"Địa chỉ: Số 54, đường Nguyễn Trung Trực, khu phố Đông Tác - PhườngTân Đông Hiệp, TX Dĩ An, Bình Dương"
1070,CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN ĐẤT XANH NAM TRUNG BỘ,Không có kết quả,,
1071,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ ĐẤT XANH ĐÔNG NAM BỘ,Kết quả tìm kiếm trùng nhau : 1,,
1072,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ ĐẤT XANH MIỀN NAM,2,,
1073,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐỊA ỐC ĐẤT XANH MIỀN BẮC,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐỊA ỐC ĐẤT XANH MIỀN BẮC,0104794967,"Địa chỉ: T18, Center Building, số 1, đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
1074,CÔNG TY CỔ PHẦN ĐẤT XANH NAM BỘ,Không có kết quả,,
1075,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ BẤT ĐỘNG SẢN ĐẤT XANH MIỀN ĐÔNG,Không có kết quả,,
1076,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ XÂY DỰNG ĐẤT XANH MIỀN TÂY,Không có kết quả,,
1077,CÔNG TY CỔ PHẦN DỊCH VỤ TÀI CHÍNH BẤT ĐỘNG SẢN TULIP,CÔNG TY CỔ PHẦN DỊCH VỤ TÀI CHÍNH BẤT ĐỘNG SẢN TULIP,0316008661,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1078,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ SAIGON REAL,Không có kết quả,,
1079,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ DỊCH VỤ CITY REAL,Không có kết quả,,
1080,CÔNG TY CỔ PHẦN ĐẤT XANH PREMIUM,CÔNG TY CỔ PHẦN ĐẤT XANH PREMIUM,0314397500,"Địa chỉ: Số 616 Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP Hồ Chí Minh"
1081,CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN ĐẤT XANH,2,,
1082,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ĐẤT XANH PLUS,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ĐẤT XANH PLUS,0316428049,"Địa chỉ: 2W Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh"
1083,CÔNG TY CỔ PHẦN ĐẤT XANH MIỀN TRUNG,Kết quả tìm kiếm trùng nhau : 1,,
1084,CÔNG TY CỔ PHẦN CÔNG NGHỆ THÔNG TIN BẤT ĐỘNG SẢN VIỆT NAM,2,,
1085,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN KẾT NỐI,Không có kết quả,,
1086,CÔNG TY CỔ PHẦN ĐẤT XANH NAM MIỀN TRUNG,Kết quả tìm kiếm trùng nhau : 1,,
1087,CÔNG TY CỔ PHẦN ĐÔ THỊ THÔNG MINH VIỆT NAM,Không có kết quả,,
1088,CÔNG TY CỔ PHẦN PHÁT TRIỂN BẤT ĐỘNG SẢN EMERALD,Không có kết quả,,
1089,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐỊA ỐC ĐẤT XANH DUYÊN HẢI,Không có kết quả,,
1090,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BẮC BỘ,2,,
1091,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BẮC TRUNG BỘ,Không có kết quả,,
1092,CÔNG TY CỔ PHẦN HÙNG VƯƠNG,Kết quả tìm kiếm trùng nhau : 3,,
1093,CÔNG TY CỔ PHẦN DỊCH VỤ QUẢN LÝ TÀI SẢN VÀ ĐẦU TƯ ASAHI JAPAN,Kết quả tìm kiếm trùng nhau : 1,,
1094,CÔNG TY CỔ PHẦN ĐẤT XANH MIỀN TRUNG EMERALD,Kết quả tìm kiếm trùng nhau : 1,,
1095,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ĐẤT XANH AN GIANG,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN ĐẤT XANH AN GIANG,1602102402,"Địa chỉ: 30 Lý Thái Tổ nối dài, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang"
1096,CÔNG TY CỔ PHẦN XÂY DỰNG FBV,CÔNG TY CỔ PHẦN XÂY DỰNG FBV,0310790171,"Địa chỉ: 27 Đinh Bộ Lĩnh, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh"
1097,CÔNG TY CỔ PHẦN CÔNG NGHỆ BẤT ĐỘNG SẢN VIỆT NAM,2,,
1098,CÔNG TY CỔ PHẦN ĐỊA ỐC VIETHOMES,Kết quả tìm kiếm trùng nhau : 1,,
1099,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐỊA ỐC VINAHOMES,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐỊA ỐC VINAHOMES,0107324857,"Địa chỉ: Tầng 3, tòa Artex, số 172 Ngọc Khánh, Phường Giảng Võ, Quận Ba Đình, Hà Nội"
1100,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN UNIHOMES,3,,
1101,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ BẤT ĐỘNG SẢN KINH BẮC,Không có kết quả,,
1102,CÔNG TY TNHH MỘT THÀNH VIÊN KHÍ ĐỐT GIA ĐÌNH,CÔNG TY TNHH MỘT THÀNH VIÊN KHÍ ĐỐT GIA ĐÌNH,0301687763,"Địa chỉ: Lã Xuân Oai, Khu phố 4, Phường Tăng Nhơn Phú A, Quận 9, TP Hồ Chí Minh"
1103,CÔNG TY CỔ PHẦN NGỌN LỬA THẦN,2,,
1104,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MINH THẢO,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ MINH THẢO VY,5801401362,"Địa chỉ: Khu phố 6A, Thị trấn Đạ Tẻh, Huyện Đạ Tẻh, Lâm Đồng"
1105,CÔNG TY CỔ PHẦN THƯƠNG MẠI BÌNH MINH,4,,
1106,CÔNG TY CỔ PHẦN NAM GAS,CÔNG TY CỔ PHẦN NAM GAS,0312774337,"Địa chỉ: 40/18 ấp bắc, Phường 13, Quận Tân Bình, TP Hồ Chí Minh"
1107,CÔNG TY CỔ PHẦN KHÍ ĐỐT GIA ĐỊNH,CÔNG TY CỔ PHẦN KHÍ ĐỐT GIA ĐỊNH,0100963798,"Địa chỉ: Lô CN 03-07, cụm công nghiệp Ninh Hiệp, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội"
1108,CÔNG TY CỔ PHẦN DẦU KHÍ AN PHA,Kết quả tìm kiếm trùng nhau : 1,,
1109,CÔNG TY TNHH ĐỨC HẢI,Kết quả tìm kiếm trùng nhau : 6,,
1110,CÔNG TY CỔ PHẦN MT GAS,CÔNG TY CỔ PHẦN MT GAS,1100480979,"Địa chỉ: Lô 1, ấp Thuận Đạo, Thị trấn Bến Lức, Huyện Bến Lức, Long An"
1111,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ PHÁT TRIỂN NHÀ ĐÔNG NAM BỘ,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ PHÁT TRIỂN NHÀ ĐÔNG NAM BỘ,3502419791,"Địa chỉ: Khu Phố 2, Quốc Lộ 51, Phường Phước Trung, Thành phố Bà Rịa, Bà Rịa - Vũng Tàu"
1112,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ ĐỊA ỐC BÌNH THUẬN,CÔNG TY CỔ PHẦN DỊCH VỤ VÀ ĐẦU TƯ ĐỊA ỐC BÌNH THUẬN,3401202672,"Địa chỉ: D20 Trương Hán Siêu, Phường Phú Thủy, Thành phố Phan Thiết, Bình Thuận"
1113,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN BẮC MIỀN TÂY,Kết quả tìm kiếm trùng nhau : 1,,
1114,CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN NAM MIỀN TÂY,CÔNG TY CỔ PHẦN DỊCH VỤ BẤT ĐỘNG SẢN NAM MIỀN TÂY,1602117871,"Địa chỉ: 30 Lý Thái Tổ nối dài, Phường Mỹ Xuyên, Thành phố Long Xuyên, An Giang"
1115,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN UNIHOMES MIỀN NAM,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN UNIHOMES MIỀN NAM,0315476635,"Địa chỉ: 1024-1026 Phạm Văn Đồng, Phường Hiệp Bình Chánh, Quận Thủ Đức, TP Hồ Chí Minh"
1116,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN UNIHOMES NAM SÀI GÒN,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN UNIHOMES NAM SÀI GÒN,0316021888,"Địa chỉ: 107 Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP Hồ Chí Minh"
1117,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKHOUSE MIỀN TRUNG,Kết quả tìm kiếm trùng nhau : 1,,
1118,CÔNG TY CỔ PHẦN ĐẦU TƯ BẤT ĐỘNG SẢN LINKHOUSE,Không có kết quả,,
1119,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN LINKHOUSE TÂY NAM,Không có kết quả,,
1120,CÔNG TY CỔ PHẦN CÔNG NGHỆ COCOME,CÔNG TY CỔ PHẦN CÔNG NGHỆ COCOME,0314058522,"Địa chỉ: 132-134 đường D2, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh"
1121,CÔNG TY CỔ PHẦN PHƯỚC HÒA FICO,CÔNG TY CỔ PHẦN PHƯỚC HÒA FICO,3500102894,"Địa chỉ: Km 50, Quốc lộ 51 - Phường Tân Phước, Thị Xã Phú Mỹ, Bà Rịa - Vũng Tàu"
1122,CÔNG TY CỔ PHẦN CƠ KHÍ XÂY DỰNG TÂN ĐỊNH FICO,CÔNG TY CỔ PHẦN CƠ KHÍ XÂY DỰNG TÂN ĐỊNH - FICO,0301146997,"Địa chỉ: 37 Ký Con, Phường Nguyễn Thái Bình, Quận 1, TP Hồ Chí Minh"
1123,CÔNG TY CỔ PHẦN XI MĂNG FICO TÂY NINH,3,,
1124,CÔNG TY CỔ PHẦN ĐẦU TƯ FICO,3,,
1125,CÔNG TY TNHH XI MĂNG FICO BÌNH DƯƠNG,CÔNG TY TNHH XI MĂNG FICO BÌNH DƯƠNG,3700537860,"Địa chỉ: Thửa đất số 33,34; Tờ bản đồ số 177; ấp 1, Xã Thường Tân, Huyện Bắc Tân Uyên, Bình Dương"
1126,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HẠ TẦNG FICO,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG HẠ TẦNG FICO,3901172497,"Địa chỉ: Số 433, Đại lộ 30/4, Phường 1, Thành phố Tây Ninh, Tây Ninh"
1127,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ VÀ THƯƠNG MẠI THIÊN LONG HOÀN CẦU,Không có kết quả,,
1128,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI VÀ DỊCH VỤ TÂN LỰC MIỀN NAM,Không có kết quả,,
1129,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TÂN LỰC MIỀN BẮC,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TÂN LỰC MIỀN BẮC,0105012605,"Địa chỉ: Số 38, đường Gamuda Gardens 2-5, KĐT mới C2 - Gamuda Gardens, Phường Trần Phú, Quận Hoàng Mai, Hà Nội"
1130,CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI THIÊN LONG LONG THÀNH,Không có kết quả,,
1131,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TÂN LỰC MIỀN TRUNG,CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ TÂN LỰC MIỀN TRUNG,0401708745,"Địa chỉ: Lô 07-Khu B1 đường hà Huy Tập, Phường Xuân Hà, Quận Thanh Khê, Đà Nẵng"
