,Tên công ty,Mã số thuế,Địa chỉ,Người đại diện,Điện thoại,Ngày hoạt động,Quản lý bởi,Loại hình DN,Tình trạng,Ngành nghề kinh doanh chính,Loại ngành nghề,Mã ngành nghề,Ngành nghề kinh doanh,Phường/Xã,Quận/Huyện,Tỉnh/Thành Phố,Mã tỉnh,Miền,URL,Trạng thái invoice,URL invoice,Tên invoice,Mã số thuế invoice ,Cảnh báo,Tên quốc tế,Tên viết tắt
322,"CÔNG TY TNHH MỘT THÀNH VIÊN PHÁT TRIỂN CÔNG NGHỆ ĐIỆN TỬ, TỰ ĐỘNG HOÁ",0100102090,"156A Quán Thánh, Phường Quán Thánh, Quận Ba Đình, Thành phố Hà Nội, Việt Nam",NGUYỄN CÔNG HIỆU,7164855,2007-08-31,Cục Thuế Thành phố Hà Nội,"Tổ chức kinh tế của tổ chức CT, CT-XH, XH, XH-NN",Đang hoạt động (được cấp thông báo MST),,,,,Phường Quán Thánh,Quận Ba Đình,Thành phố Hà Nội,HNI,MB,https://masothue.com/0100102090-vien-nghien-cuu-dien-tu-tin-hoc-tu-dong-hoa,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,ELECTRONICS AND AUTOMATION TECHNOLOGY DEVELOPMENT COMPANY LIMITED,"ELATEC CO., LTD"
323,VIỆN KHOA HỌC ĐO ĐẠC VÀ BẢN ĐỒ,0100104193,Đường Hoàng Quốc Việt - - Quận Cầu Giấy - Hà Nội.,Nguyễn Phi Sơn ( sinh năm 1970 - Thanh Hóa) Ẩn thông tin,7561156,1998-05-19,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0100104193-vien-khoa-hoc-do-dac-va-ban-do,Hoá đơn giấy,https://masothue.com/0100111225-cong-ty-co-phan-in-tai-chinh,CÔNG TY CỔ PHẦN IN TÀI CHÍNH,0100111225 - CÔNG TY CỔ PHẦN IN TÀI CHÍNH,,,
324,VIỆN KIỂM NGHIỆM THUỐC TRUNG ƯƠNG,0100108864,48 phố Hai Bà Trưng - - Quận Hoàn Kiếm - Hà Nội.,Đoàn Cao Sơn,8256902,1998-05-21,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0100108864-vien-kiem-nghiem-thuoc-trung-uong,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
325,TRƯỜNG CAO ĐẲNG Y TẾ HÀ NỘI,0100109931-031,35 Đoàn Thị Điểm - Phường Quốc Tử Giám - Quận Đống đa - Hà Nội.,Phạm Văn Tân ( sinh năm 1971 - Ninh Bình) Ẩn thông tin,0942181910,1998-07-02,Chi cục Thuế Quận Đống đa,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Quốc Tử Giám,Quận Đống đa,Hà Nội.,HNI,MB,https://masothue.com/0100109931-031-truong-cao-dang-y-te-ha-noi,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
326,VIỆN DẦU KHÍ VIỆT NAM,0100150295,số 167 phố Trung Kính - Phường Yên Hoà - Quận Cầu Giấy - Hà Nội.,Nguyễn Anh Đức,7843061,,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Yên Hoà,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0100150295-vien-dau-khi-viet-nam,Không xác định,,,,,,
327,VIỆN KHOA HỌC CÔNG NGHỆ XÂY DỰNG,0100408233,"Số 81, Phố Trần Cung - Phường Nghĩa Tân - Quận Cầu Giấy - Hà Nội.",Nguyễn Hồng Hải,8344196,1998-07-09,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Nghĩa Tân,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0100408233-vien-khoa-hoc-cong-nghe-xay-dung,Hoá đơn giấy,https://masothue.com/0100111225-cong-ty-co-phan-in-tai-chinh,CÔNG TY CỔ PHẦN IN TÀI CHÍNH,0100111225 - CÔNG TY CỔ PHẦN IN TÀI CHÍNH,,,
328,HỌC VIỆN KỸ THUẬT QUÂN SỰ,0100436216,Số 100 đường Hoàng Quốc Việt - - Quận Cầu Giấy - Hà Nội.,Nguyễn Công Định,04-7540391,1998-07-09,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0100436216-hoc-vien-ky-thuat-quan-su,Không chứa thông tin hoá đơn,,,,,,
329,VIỆN DƯỢC LIỆU,0100511216,3B Quang Trung - - Quận Hoàn Kiếm - Hà Nội.,nguyễn Minh khởi,048249836,1998-07-17,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0100511216-vien-duoc-lieu,Hoá đơn điện tử,https://masothue.com/0101360697-cong-ty-co-phan-bkav,CÔNG TY CỔ PHẦN BKAV,0101360697 - CÔNG TY CỔ PHẦN BKAV,,,
330,TRƯỜNG CAO ĐẲNG NGHỀ CÔNG NGHIỆP HÀ NỘI,0100729188,131 Thái Thịnh - Phường Thịnh Quang - Quận Đống đa - Hà Nội.,Phạm Thị Hường,8532782,,Chi cục Thuế Quận Đống đa,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Thịnh Quang,Quận Đống đa,Hà Nội.,HNI,MB,https://masothue.com/0100729188-truong-cao-dang-nghe-cong-nghiep-ha-noi,Hoá đơn giấy,https://masothue.com/0101948880-cong-ty-tnhh-mot-thanh-vien-in-va-nghien-cuu-thi-truong-viet-cuong,CÔNG TY TNHH MỘT THÀNH VIÊN IN VÀ NGHIÊN CỨU THỊ TRƯỜNG VIỆT CƯỜNG,0101948880 - CÔNG TY TNHH MỘT THÀNH VIÊN IN VÀ NGHIÊN CỨU THỊ TRƯỜNG VIỆT CƯỜNG,,,
331,VIỆN KHOA HỌC VÀ CÔNG NGHỆ GIAO THÔNG VẬN TẢI,0100729251,1252 đường láng. - - Quận Đống đa - Hà Nội.,Đỗ Hữu Trí,Bị ẩn theo yêu cầu người dùng,2004-06-23,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0100729251-vien-khoa-hoc-va-cong-nghe-giao-thong-van-tai,Hoá đơn giấy,https://masothue.com/0100111225-cong-ty-co-phan-in-tai-chinh,CÔNG TY CỔ PHẦN IN TÀI CHÍNH,0100111225 - CÔNG TY CỔ PHẦN IN TÀI CHÍNH,,,
332,VIỆN KHOA HỌC LÂM NGHIỆP VIỆT NAM,0100763492,Đông Ngạc - Phường Đức Thắng - Quận Bắc Từ Liêm - Hà Nội.,Võ Đại Hải,8362233,,Chi cục Thuế Quận Bắc Từ Liêm,,,,,,,Phường Đức Thắng,Quận Bắc Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0100763492-vien-khoa-hoc-lam-nghiep-viet-nam,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
333,VIỆN CHĂN NUÔI,0100769166,Phường Thuỵ Phương - - Quận Bắc Từ Liêm - Hà Nội.,Phạm Công Thiếu ( sinh năm 1964 - Thái Bình) Ẩn thông tin,8389267,1998-08-28,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Thuỵ Phương,Quận Bắc Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0100769166-vien-chan-nuoi,Hoá đơn điện tử,https://masothue.com/0101360697-cong-ty-co-phan-bkav,CÔNG TY CỔ PHẦN BKAV,0101360697 - CÔNG TY CỔ PHẦN BKAV,,,
334,TRƯỜNG CAO ĐẲNG DU LỊCH HÀ NỘI,0100773211,236 đường Hoàng Quốc Việt - Phường Cổ Nhuế 1 - Quận Bắc Từ Liêm - Hà Nội.,Trịnh Cao Khải,7560746/ 0437553250,1998-10-12,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Cổ Nhuế 1,Quận Bắc Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0100773211-truong-cao-dang-du-lich-ha-noi,Hoá đơn điện tử,https://masothue.com/0102519041-cong-ty-co-phan-cong-nghe-tin-hoc-efy-viet-nam,CÔNG TY CỔ PHẦN CÔNG NGHỆ TIN HỌC EFY VIỆT NAM,0102519041 - CÔNG TY CỔ PHẦN CÔNG NGHỆ TIN HỌC EFY VIỆT NAM,,,
335,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP DỆT MAY HÀ NỘI,0100799629,Xã lệ chi - - Huyện Gia Lâm - Hà Nội.,Hoàng Xuân Hiệp,6781289,1999-01-25,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (được cấp thông báo MST),,,,,Xã lệ chi,Huyện Gia Lâm,Hà Nội.,HNI,MB,https://masothue.com/0100799629-truong-dai-hoc-cong-nghiep-det-may-ha-noi,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
336,VIỆN SỐT RÉT - KÝ SINH TRÙNG - CÔN TRÙNG TRUNG ƯƠNG,0100941579,Số 34 đường Trung Văn - Phường Trung Văn - Quận Nam Từ Liêm - Hà Nội.,Hoàng Đình Cảnh ( sinh năm 1970 - Hà Tĩnh) Ẩn thông tin,8544326,1999-10-12,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Trung Văn,Quận Nam Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0100941579-vien-sot-ret-ky-sinh-trung-con-trung-trung-uong,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
337,VIỆN SỨC KHỎE NGHỀ NGHIỆP VÀ MÔI TRƯỜNG,0100949810,57 lê Quý đôn - Phường Bạch Đằng - Quận Hai Bà Trưng - Hà Nội.,Doãn Ngọc Hải ( sinh năm 1971 - Hà Nội) Ẩn thông tin,8214951,1999-11-15,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Bạch Đằng,Quận Hai Bà Trưng,Hà Nội.,HNI,MB,https://masothue.com/0100949810-vien-suc-khoe-nghe-nghiep-va-moi-truong,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
338,VIỆN CHIẾN LƯỢC PHÁT TRIỂN,0100971936,65 Văn Miếu - Phường Văn Miếu - Quận Đống đa - Hà Nội.,Trần Hồng Quang,,2000-03-03,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Văn Miếu,Quận Đống đa,Hà Nội.,HNI,MB,https://masothue.com/0100971936-vien-chien-luoc-phat-trien,Hoá đơn điện tử,https://masothue.com/0105987432-cong-ty-co-phan-dau-tu-cong-nghe-va-thuong-mai-softdreams,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,0105987432 - CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,,,
339,VIỆN KHOA HỌC KHÍ TƯỢNG THỦY VĂN VÀ BIẾN ĐỔI KHÍ HẬU,0101042373,"số 5/62 - Nguyễn Chí Thanh,Láng Thượng - Phường Láng Thượng - Quận Đống đa - Hà Nội.",Nguyễn Văn Thắng,8357234-8359540,2000-08-11,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Láng Thượng,Quận Đống đa,Hà Nội.,HNI,MB,https://masothue.com/0101042373-vien-khoa-hoc-khi-tuong-thuy-van-va-bien-doi-khi-hau,Hoá đơn điện tử,https://masothue.com/0104614692-cong-ty-co-phan-dau-tu-va-cong-nghe-idocnet,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ IDOCNET,0104614692 - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ IDOCNET,,,
340,"TRUNG TÂM NGHIÊN CỨU ỨNG DỤNG KHOA HỌC KỸ THUẬT PHÒNG CHÁY, CHỮA CHÁY, CỨU NẠN, CỨU HỘ",0101062404,243 Khuất Duy Tiến - Phường Nhân Chính - Quận Thanh Xuân - Hà Nội.,Nguyễn Thành Long,069450733,,Cục Thuế Thành phố Hà Nội,,,,,,,Phường Nhân Chính,Quận Thanh Xuân,Hà Nội.,HNI,MB,https://masothue.com/0101062404-trung-tam-nghien-cuu-ung-dung-khoa-hoc-ky-thuat-phong-chay-chua-chay-cuu-nan-cuu-ho,Không chứa thông tin hoá đơn,,,,,,
341,TRƯỜNG ĐẠI HỌC Y TẾ CÔNG CỘNG,0101088071,Số 1A đường Đức Thắng - Phường Đức Thắng - Quận Bắc Từ Liêm - Hà Nội.,Hoàng Văn Minh,8452822,2001-01-10,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Đức Thắng,Quận Bắc Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0101088071-truong-dai-hoc-y-te-cong-cong,Hoá đơn tự in,,,,,,
342,ĐẠI HỌC QUỐC GIA HÀ NỘI,0101183303,144 Xuân Thuỷ - Phường Dịch Vọng Hậu - Quận Cầu Giấy - Hà Nội,Đại Học Quốc Gia Hà Nội,8340569,2003-07-22,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,HNI,MB,https://masothue.com/0101183303-dai-hoc-quoc-gia-ha-noi,Không chứa thông tin hoá đơn,,,,,,
343,TRƯỜNG ĐẠI HỌC KINH TẾ THUỘC ĐẠI HỌC QUỐC GIA HÀ NỘI,0101183303-004,Nhà E1 đường Xuân Thuỷ - Phường Dịch Vọng Hậu - Quận Cầu Giấy - Hà Nội.,Lê Trung Thành ( sinh năm 1976 - Hà Nội) Ẩn thông tin,7547832,2003-07-22,Chi cục Thuế Quận Cầu Giấy,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101183303-004-truong-dai-hoc-kinh-te-thuoc-dai-hoc-quoc-gia-ha-noi,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
344,TRƯỜNG ĐẠI HỌC NGOẠI NGỮ - ĐẠI HỌC QUỐC GIA HÀ NỘI,0101183303-005,Đường Phạm Văn Đồng - Phường Dịch Vọng Hậu - Quận Cầu Giấy - Hà Nội.,Đỗ Tuấn Minh,,2003-07-22,Chi cục Thuế Quận Cầu Giấy,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101183303-005-truong-dai-hoc-ngoai-ngu-dai-hoc-quoc-gia-ha-noi,Hoá đơn tự in,,,,,,
345,TRƯỜNG ĐẠI HỌC CÔNG NGHỆ,0101183303-007,"Nhà E3, 144 Xuân Thuỷ - Phường Dịch Vọng Hậu - Quận Cầu Giấy - Hà Nội.",Nguyễn Việt Hà,7547063,,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101183303-007-truong-dai-hoc-cong-nghe,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
346,TRƯỜNG ĐẠI HỌC LUẬT - ĐẠI HỌC QUỐC GIA HÀ NỘI,0101183303-008,Nhà E1 số 144 Xuân Thuỷ - Phường Dịch Vọng Hậu - Quận Cầu Giấy - Hà Nội.,Nguyễn Thị Quế Anh ( sinh năm 1968 - Hải Dương) Ẩn thông tin,7547085,2003-07-22,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101183303-008-truong-dai-hoc-luat-dai-hoc-quoc-gia-ha-noi,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
347,BAN QUẢN LÝ DỰ ÁN TRƯỜNG ĐẠI HỌC VIỆT NHẬT,0101183303-038,"Tầng 10, TN điều hành ĐH Quốc Gia Hà Nội, Số 144 Xuân Thủy - Phường Dịch Vọng - Quận Cầu Giấy - Hà Nội.",Vũ Anh Dũng,,2003-07-22,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Dịch Vọng,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101183303-038-ban-quan-ly-du-an-truong-dai-hoc-viet-nhat,Không chứa thông tin hoá đơn,,,,,,
348,TRƯỜNG ĐẠI HỌC ĐÔNG ĐÔ,0101192202,"Tầng 5 Tòa nhà 60B, Phố Nguyễn Huy Tưởng - Phường Thanh Xuân Trung - Quận Thanh Xuân - Hà Nội.",Dương Văn Hòa,7719960,,Cục Thuế Thành phố Hà Nội,,,,,,,Phường Thanh Xuân Trung,Quận Thanh Xuân,Hà Nội.,HNI,MB,https://masothue.com/0101192202-truong-dai-hoc-dong-do,Hoá đơn giấy,https://masothue.com/0103151339-cong-ty-co-phan-dau-tu-va-phat-trien-vietmax,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIETMAX,0103151339 - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN VIETMAX,,,
349,TRƯỜNG CAO ĐẲNG NGHỀ KỸ THUẬT CÔNG NGHỆ,0101213004,Tổ 27 Thị Trấn Đông Anh - - Huyện Đông Anh - Hà Nội.,Nguyễn Đức Thọ,8832436,2002-03-11,Cục Thuế Thành phố Hà Nội,,,,,,,Tổ 27 Thị Trấn Đông Anh,Huyện Đông Anh,Hà Nội.,HNI,MB,https://masothue.com/0101213004-truong-cao-dang-nghe-ky-thuat-cong-nghe,Hoá đơn điện tử,https://masothue.com/0101243150-cong-ty-co-phan-misa,CÔNG TY CỔ PHẦN MISA,0101243150 - CÔNG TY CỔ PHẦN MISA,,,
350,HỌC VIỆN QUẢN LÝ GIÁO DỤC,0101239394,"31 Phan Đình Giót, phương Liệt - Phường Phương Liệt - Quận Thanh Xuân - Hà Nội.",Phạm Quang Trung,8642605,2002-05-15,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Phương Liệt,Quận Thanh Xuân,Hà Nội.,HNI,MB,https://masothue.com/0101239394-hoc-vien-quan-ly-giao-duc,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
351,HỌC VIỆN NGÂN HÀNG,0101266863,Số 12 Đường Chùa Bộc - Phường Quang Trung - Quận Đống đa - Hà Nội.,Đỗ Thị Kim Hảo,8521854,,Cục Thuế Thành phố Hà Nội,,,,,,,Phường Quang Trung,Quận Đống đa,Hà Nội.,HNI,MB,https://masothue.com/0101266863-hoc-vien-ngan-hang,Hoá đơn điện tử,https://masothue.com/0100109106-tap-doan-cong-nghiep-vien-thong-quan-doi,TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,0100109106 - TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,,,
352,TRƯỜNG CAO ĐẲNG CÔNG NGHIỆP IN,0101290841,Xã Phú Diễn - - Huyện Từ Liêm - Hà Nội.,Trần Mạnh Dũng,7655214,2002-10-08,Cục Thuế Thành phố Hà Nội,,,,,,,Xã Phú Diễn,Huyện Từ Liêm,Hà Nội.,HNI,MB,https://masothue.com/0101290841-truong-cao-dang-cong-nghiep-in,Hoá đơn giấy,https://masothue.com/0101290841-truong-cao-dang-cong-nghiep-in,TRƯỜNG CAO ĐẲNG CÔNG NGHIỆP IN,0101290841 - TRƯỜNG CAO ĐẲNG CÔNG NGHIỆP IN,,,
353,TRƯỜNG CAO ĐẲNG NGHỆ THUẬT HÀ NỘI,0101352819,Số 7 Hai Bà Trưng - - Quận Hoàn Kiếm - Hà Nội.,Dương Minh ánh,8259543,2003-04-22,Cục Thuế Thành phố Hà Nội,,,,,,,,,,,,https://masothue.com/0101352819-truong-cao-dang-nghe-thuat-ha-noi,Hoá đơn điện tử,https://masothue.com/0102519041-cong-ty-co-phan-cong-nghe-tin-hoc-efy-viet-nam,CÔNG TY CỔ PHẦN CÔNG NGHỆ TIN HỌC EFY VIỆT NAM,0102519041 - CÔNG TY CỔ PHẦN CÔNG NGHỆ TIN HỌC EFY VIỆT NAM,,,
354,VIỆN DINH DƯỠNG,0101388163,"Số 48B Tăng Bạt Hổ, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Thành phố Hà Nội, Việt Nam",LÊ DANH TUYÊN,04397117090/3971605,2013-05-27,Cục Thuế Thành phố Hà Nội,,,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu 8299,Khác,N,"""1. Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu 8299""",Phường Phạm Đình Hổ,Quận Hai Bà Trưng,Thành phố Hà Nội,HNI,MB,https://masothue.com/0101388163-vien-dinh-duong,Hoá đơn điện tử,https://masothue.com/0106026495-cong-ty-tnhh-hoa-don-dien-tu-m-invoice,CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,0106026495 - CÔNG TY TNHH HÓA ĐƠN ĐIỆN TỬ M-INVOICE,,NATIONAL INSTITUTE OF NUTRITION,NIN
355,TRƯỜNG ĐẠI HỌC CÔNG NGHIỆP HÀ NỘI,0101498046,"Số 298, đường Cầu Diễn - - Quận Bắc Từ Liêm - Hà Nội.",Trần Đức Quý,Bị ẩn theo yêu cầu người dùng,,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,,,,,,https://masothue.com/0101498046-truong-dai-hoc-cong-nghiep-ha-noi,Hoá đơn điện tử,https://masothue.com/0106869738-tong-cong-ty-dich-vu-vien-thong-loai-hinh-cong-ty-tnhh,TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),,,
356,TRƯỜNG CAO ĐẲNG CỘNG ĐỒNG HÀ NỘI,0101566419,102 Trung Kính - Phường Yên Hoà - Quận Cầu Giấy - Hà Nội.,Nguyễn Công Đại ( sinh năm 1977 - Hà Nội) Ẩn thông tin,7844283,,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,Phường Yên Hoà,Quận Cầu Giấy,Hà Nội.,HNI,MB,https://masothue.com/0101566419-truong-cao-dang-cong-dong-ha-noi,Không chứa thông tin hoá đơn,,,,,,
357,TRƯỜNG CAO ĐẲNG TRUYỀN HÌNH,0101567589-031,"Số 137 Trần Phú, Thị Trấn Thường Tín - - Huyện Thường Tín - Hà Nội.",Trần Phúc Trung,0433853241,2004-11-19,Cục Thuế Thành phố Hà Nội,"Đơn vị hành chính, đơn vị sự nghiệp",Đang hoạt động (đã được cấp GCN ĐKT),,,,,"Số 137 Trần Phú, Thị Trấn Thường Tín",Huyện Thường Tín,Hà Nội.,HNI,MB,https://masothue.com/0101567589-031-truong-cao-dang-truyen-hinh,Hoá đơn điện tử,https://masothue.com/0106869738-tong-cong-ty-dich-vu-vien-thong-loai-hinh-cong-ty-tnhh,TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),0106869738 - TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG (Loại hình: Công ty TNHH),,,
358,VIỆN KHOA HỌC THỂ DỤC THỂ THAO,0101585235,Số 141 Nguyễn Thái Học - - Quận Ba Đình - Hà Nội.,Trần Hiếu ( sinh năm 1974 - Hà Nội) Ẩn thông tin,7332684,,Cục Thuế Thành phố Hà Nội,,,,,,,,,,,,https://masothue.com/0101585235-vien-khoa-hoc-the-duc-the-thao,Không chứa thông tin hoá đơn,,,,,,
